"customerID","InvoiceDate","DueDate","SettledDate","InvoiceAmount","DaysLate","On Time"
"9149-MATVB","10/10/2012","11/9/2012","11/9/2012","45.31","0","On Time"
"2423-QOKIO","2/26/2012","3/27/2012","3/18/2012","56.42","0","On Time"
"7946-HJDUR","6/21/2013","7/21/2013","7/21/2013","58.4","0","On Time"
"9322-YCTQO","7/12/2013","8/11/2013","8/12/2013","92.35","1","1-30 days"
"3569-VJWXS","12/25/2012","1/24/2013","1/16/2013","59.32","0","On Time"
"4632-QZOKX","2/18/2012","3/19/2012","4/4/2012","72.18","16","1-30 days"
"3448-OWJOT","1/15/2012","2/14/2012","2/16/2012","48.64","2","1-30 days"
"9460-VAZGD","9/16/2012","10/16/2012","10/5/2012","58.21","0","On Time"
"5875-VZQCZ","9/13/2013","10/13/2013","9/25/2013","76.03","0","On Time"
"3993-QUNVJ","3/18/2012","4/17/2012","4/2/2012","60.93","0","On Time"
"3271-HYHDN","10/13/2012","11/12/2012","10/18/2012","58.41","0","On Time"
"9181-HEKGV","6/21/2012","7/21/2012","7/12/2012","90","0","On Time"
"7946-HJDUR","10/21/2012","11/20/2012","11/16/2012","41.84","0","On Time"
"3993-QUNVJ","10/30/2013","11/29/2013","11/10/2013","61.54","0","On Time"
"0688-XNJRO","9/3/2012","10/3/2012","10/13/2012","28.51","10","1-30 days"
"3676-CQAIF","11/26/2013","12/26/2013","12/31/2013","52.38","5","1-30 days"
"8102-ABPKQ","2/20/2013","3/22/2013","3/27/2013","53.11","5","1-30 days"
"6708-DPYTF","2/1/2012","3/2/2012","3/14/2012","80.31","12","1-30 days"
"0709-LZRJV","7/27/2013","8/26/2013","8/15/2013","58.68","0","On Time"
"4651-PMEXQ","2/2/2013","3/4/2013","2/17/2013","80.5","0","On Time"
"8364-UWVLM","10/19/2012","11/18/2012","11/10/2012","75.11","0","On Time"
"0465-DTULQ","4/23/2013","5/23/2013","5/19/2013","27","0","On Time"
"7050-KQLDO","9/4/2012","10/4/2012","10/7/2012","76.8","3","1-30 days"
"6048-QPZCF","11/6/2013","12/6/2013","11/7/2013","78.83","0","On Time"
"5529-TBPGK","10/29/2012","11/28/2012","12/2/2012","53.13","4","1-30 days"
"3598-DNURW","9/12/2012","10/12/2012","9/28/2012","56.44","0","On Time"
"0379-NEVHP","1/5/2013","2/4/2013","1/26/2013","61.11","0","On Time"
"2676-DZINU","9/30/2012","10/30/2012","10/22/2012","81.25","0","On Time"
"3448-OWJOT","9/1/2012","10/1/2012","10/16/2012","70.1","15","1-30 days"
"7209-MDWKR","11/14/2013","12/14/2013","12/7/2013","80.14","0","On Time"
"9460-VAZGD","6/29/2013","7/29/2013","7/18/2013","72.17","0","On Time"
"5284-DJOZO","10/19/2013","11/18/2013","10/26/2013","72.19","0","On Time"
"1080-NDGAE","10/22/2013","11/21/2013","11/13/2013","94.19","0","On Time"
"1408-OQZUE","12/25/2012","1/24/2013","1/23/2013","28.07","0","On Time"
"2820-XGXSB","6/16/2013","7/16/2013","6/25/2013","51.52","0","On Time"
"7841-HROAQ","11/11/2013","12/11/2013","11/20/2013","72.62","0","On Time"
"9149-MATVB","10/24/2012","11/23/2012","11/21/2012","22.47","0","On Time"
"7695-NKUXM","3/21/2012","4/20/2012","4/11/2012","40.68","0","On Time"
"5924-UOPGH","11/28/2012","12/28/2012","12/24/2012","63.76","0","On Time"
"7228-LEPPM","7/30/2012","8/29/2012","8/28/2012","61.86","0","On Time"
"5164-VMYWJ","10/18/2012","11/17/2012","11/3/2012","70.42","0","On Time"
"9212-BTDMX","12/8/2012","1/7/2013","12/27/2012","53.99","0","On Time"
"9212-BTDMX","11/13/2013","12/13/2013","11/30/2013","45.2","0","On Time"
"0625-TNJFG","6/19/2012","7/19/2012","7/5/2012","48.08","0","On Time"
"0688-XNJRO","11/24/2013","12/24/2013","1/8/2014","25.19","15","1-30 days"
"5920-DPXLN","10/23/2012","11/22/2012","11/9/2012","69.11","0","On Time"
"2687-XWAMA","7/28/2013","8/27/2013","8/2/2013","49.13","0","On Time"
"8102-ABPKQ","3/15/2012","4/14/2012","5/5/2012","66.88","21","1-30 days"
"6708-DPYTF","8/4/2012","9/3/2012","9/4/2012","46.29","1","1-30 days"
"9117-LYRCE","4/14/2013","5/14/2013","6/8/2013","45.6","25","1-30 days"
"3271-HYHDN","9/18/2012","10/18/2012","9/21/2012","24.33","0","On Time"
"6708-DPYTF","11/7/2013","12/7/2013","12/15/2013","66.92","8","1-30 days"
"9014-WENVB","3/14/2013","4/13/2013","4/27/2013","78.25","14","1-30 days"
"9883-SDWFS","5/9/2012","6/8/2012","6/2/2012","19.23","0","On Time"
"9117-LYRCE","5/28/2013","6/27/2013","6/24/2013","67.72","0","On Time"
"8364-UWVLM","2/16/2013","3/18/2013","3/7/2013","53.51","0","On Time"
"5875-VZQCZ","9/26/2012","10/26/2012","10/27/2012","56.57","1","1-30 days"
"2820-XGXSB","10/29/2012","11/28/2012","11/2/2012","71.85","0","On Time"
"7329-TWKLF","6/30/2013","7/30/2013","7/21/2013","85.35","0","On Time"
"3448-OWJOT","3/12/2013","4/11/2013","4/14/2013","49.97","3","1-30 days"
"3569-VJWXS","12/19/2012","1/18/2013","1/13/2013","63.48","0","On Time"
"4460-ZXNDN","10/9/2012","11/8/2012","12/1/2012","76.79","23","1-30 days"
"3271-YDPUJ","2/16/2012","3/17/2012","3/14/2012","28.22","0","On Time"
"6160-HCSFI","12/27/2012","1/26/2013","1/13/2013","72.26","0","On Time"
"4640-FGEJI","4/13/2013","5/13/2013","4/22/2013","75.55","0","On Time"
"9841-XLGBV","11/4/2013","12/4/2013","11/26/2013","65.96","0","On Time"
"1080-NDGAE","2/20/2013","3/22/2013","3/21/2013","107.94","0","On Time"
"8102-ABPKQ","3/4/2012","4/3/2012","4/20/2012","83.15","17","1-30 days"
"6296-UKEUZ","8/13/2012","9/12/2012","8/16/2012","31.9","0","On Time"
"7372-CESLR","12/4/2012","1/3/2013","12/27/2012","28.78","0","On Time"
"3271-HYHDN","11/19/2012","12/19/2012","11/25/2012","61.52","0","On Time"
"5592-UQXSS","7/27/2012","8/26/2012","9/7/2012","57.14","12","1-30 days"
"4640-FGEJI","1/1/2013","1/31/2013","1/16/2013","80.27","0","On Time"
"5148-SYKLB","4/19/2012","5/19/2012","5/18/2012","93.99","0","On Time"
"9286-VLKMI","10/2/2013","11/1/2013","10/3/2013","68.48","0","On Time"
"3831-FXWYK","7/23/2013","8/22/2013","8/28/2013","65.55","6","1-30 days"
"9149-MATVB","7/13/2013","8/12/2013","8/7/2013","51.13","0","On Time"
"9174-IYKOC","9/10/2013","10/10/2013","9/29/2013","63.58","0","On Time"
"5924-UOPGH","7/27/2012","8/26/2012","8/11/2012","59.28","0","On Time"
"0379-NEVHP","5/17/2013","6/16/2013","6/12/2013","78.57","0","On Time"
"5196-TWQXF","8/12/2012","9/11/2012","8/28/2012","49.75","0","On Time"
"5875-VZQCZ","10/26/2012","11/25/2012","11/25/2012","87.55","0","On Time"
"8942-ERSWK","4/15/2013","5/15/2013","4/25/2013","22.01","0","On Time"
"4651-PMEXQ","10/24/2012","11/23/2012","11/17/2012","77.71","0","On Time"
"9841-XLGBV","1/9/2012","2/8/2012","2/6/2012","41.99","0","On Time"
"1408-OQZUE","10/14/2013","11/13/2013","11/11/2013","54.23","0","On Time"
"5573-KSOIA","7/16/2012","8/15/2012","8/19/2012","100.63","4","1-30 days"
"5592-UQXSS","11/26/2013","12/26/2013","12/21/2013","44.04","0","On Time"
"7228-LEPPM","1/29/2012","2/28/2012","3/21/2012","27.63","22","1-30 days"
"1408-OQZUE","2/21/2012","3/22/2012","3/28/2012","45.08","6","1-30 days"
"6160-HCSFI","3/13/2012","4/12/2012","4/9/2012","76.21","0","On Time"
"7841-HROAQ","12/15/2012","1/14/2013","1/28/2013","54.27","14","1-30 days"
"7260-ZHAKS","3/20/2012","4/19/2012","4/25/2012","82.98","6","1-30 days"
"1447-YZKCL","1/17/2013","2/16/2013","2/22/2013","88.36","6","1-30 days"
"1080-NDGAE","7/10/2013","8/9/2013","8/5/2013","83.49","0","On Time"
"9286-VLKMI","5/20/2013","6/19/2013","5/21/2013","66.16","0","On Time"
"1408-OQZUE","5/12/2012","6/11/2012","6/20/2012","47.42","9","1-30 days"
"5196-TWQXF","7/30/2012","8/29/2012","8/18/2012","62.28","0","On Time"
"2026-XLBER","4/24/2012","5/24/2012","5/12/2012","60.93","0","On Time"
"7329-TWKLF","6/10/2013","7/10/2013","7/3/2013","63.67","0","On Time"
"6048-QPZCF","5/24/2013","6/23/2013","5/29/2013","72.42","0","On Time"
"2820-XGXSB","11/20/2013","12/20/2013","11/26/2013","82.41","0","On Time"
"9460-VAZGD","1/1/2013","1/31/2013","1/28/2013","62.32","0","On Time"
"9174-IYKOC","1/6/2013","2/5/2013","1/19/2013","73.09","0","On Time"
"8364-UWVLM","2/13/2013","3/15/2013","2/27/2013","92.1","0","On Time"
"8820-BLYDZ","7/23/2012","8/22/2012","7/30/2012","85.33","0","On Time"
"9725-EZTEJ","11/30/2012","12/30/2012","1/2/2013","86.44","3","1-30 days"
"9771-QTLGZ","4/21/2013","5/21/2013","5/8/2013","40.38","0","On Time"
"2423-QOKIO","7/1/2012","7/31/2012","7/30/2012","67.38","0","On Time"
"5529-TBPGK","11/28/2012","12/28/2012","12/28/2012","48.75","0","On Time"
"7841-HROAQ","4/24/2012","5/24/2012","5/18/2012","71.68","0","On Time"
"9758-AIEIK","6/20/2013","7/20/2013","7/12/2013","49.46","0","On Time"
"8690-EEBEO","9/16/2013","10/16/2013","10/8/2013","36.97","0","On Time"
"0709-LZRJV","6/11/2013","7/11/2013","7/22/2013","51.45","11","1-30 days"
"8389-TCXFQ","10/22/2012","11/21/2012","11/20/2012","61.6","0","On Time"
"0465-DTULQ","8/1/2012","8/31/2012","9/5/2012","61","5","1-30 days"
"9322-YCTQO","12/24/2012","1/23/2013","1/25/2013","75.19","2","1-30 days"
"8690-EEBEO","4/8/2012","5/8/2012","5/15/2012","71.72","7","1-30 days"
"7050-KQLDO","9/20/2013","10/20/2013","10/24/2013","88.99","4","1-30 days"
"0783-PEPYR","5/15/2012","6/14/2012","6/18/2012","81.1","4","1-30 days"
"6708-DPYTF","9/11/2013","10/11/2013","10/10/2013","79.52","0","On Time"
"0187-ERLSR","9/5/2012","10/5/2012","9/14/2012","84.57","0","On Time"
"4640-FGEJI","9/19/2013","10/19/2013","10/7/2013","72.09","0","On Time"
"9883-SDWFS","9/18/2013","10/18/2013","10/30/2013","75.39","12","1-30 days"
"7758-WKLVM","9/23/2012","10/23/2012","10/30/2012","41.7","7","1-30 days"
"6391-GBFQJ","7/21/2013","8/20/2013","8/17/2013","8.36","0","On Time"
"6160-HCSFI","8/22/2013","9/21/2013","9/4/2013","76.85","0","On Time"
"8887-NCUZC","5/24/2013","6/23/2013","6/28/2013","51.66","5","1-30 days"
"1168-BEASA","11/25/2012","12/25/2012","12/18/2012","65.5","0","On Time"
"4640-FGEJI","10/14/2012","11/13/2012","11/12/2012","62.43","0","On Time"
"9883-SDWFS","1/7/2012","2/6/2012","2/10/2012","46.33","4","1-30 days"
"8156-PCYBM","3/22/2012","4/21/2012","4/16/2012","42.61","0","On Time"
"4092-ZAVRG","8/14/2013","9/13/2013","8/15/2013","78.44","0","On Time"
"9286-VLKMI","11/9/2013","12/9/2013","11/24/2013","72.93","0","On Time"
"3993-QUNVJ","7/15/2012","8/14/2012","7/30/2012","48.65","0","On Time"
"3271-HYHDN","11/9/2013","12/9/2013","11/11/2013","56.28","0","On Time"
"8887-NCUZC","4/10/2012","5/10/2012","6/3/2012","59.56","24","1-30 days"
"5284-DJOZO","2/24/2012","3/25/2012","3/26/2012","44.76","1","1-30 days"
"9323-NDIOV","11/13/2013","12/13/2013","12/16/2013","44.56","3","1-30 days"
"9758-AIEIK","5/1/2012","5/31/2012","6/8/2012","56.25","8","1-30 days"
"4640-FGEJI","11/8/2013","12/8/2013","11/26/2013","86.04","0","On Time"
"5284-DJOZO","5/25/2012","6/24/2012","6/10/2012","68.35","0","On Time"
"6391-GBFQJ","6/17/2012","7/17/2012","7/2/2012","8.03","0","On Time"
"3676-CQAIF","6/4/2012","7/4/2012","7/23/2012","57.09","19","1-30 days"
"7228-LEPPM","9/12/2012","10/12/2012","10/31/2012","61.86","19","1-30 days"
"5920-DPXLN","11/8/2013","12/8/2013","11/20/2013","81.47","0","On Time"
"3993-QUNVJ","7/17/2012","8/16/2012","8/9/2012","56.21","0","On Time"
"9174-IYKOC","11/16/2013","12/16/2013","12/9/2013","57.12","0","On Time"
"5196-TWQXF","6/9/2012","7/9/2012","7/1/2012","64.99","0","On Time"
"0688-XNJRO","6/5/2013","7/5/2013","8/3/2013","43.07","29","1-30 days"
"9014-WENVB","7/1/2012","7/31/2012","7/29/2012","72.69","0","On Time"
"9149-MATVB","11/15/2013","12/15/2013","12/8/2013","46.06","0","On Time"
"7938-EVASK","4/29/2012","5/29/2012","6/1/2012","65.45","3","1-30 days"
"8156-PCYBM","8/20/2012","9/19/2012","9/5/2012","61.58","0","On Time"
"8942-ERSWK","12/2/2012","1/1/2013","12/14/2012","23.5","0","On Time"
"7329-TWKLF","8/18/2013","9/17/2013","9/19/2013","61.71","2","1-30 days"
"9014-WENVB","6/22/2013","7/22/2013","7/22/2013","61.2","0","On Time"
"0783-PEPYR","5/7/2013","6/6/2013","6/23/2013","61.13","17","1-30 days"
"7228-LEPPM","2/11/2012","3/12/2012","3/21/2012","45","9","1-30 days"
"7228-LEPPM","4/11/2013","5/11/2013","5/13/2013","43.06","2","1-30 days"
"8942-ERSWK","1/25/2012","2/24/2012","2/20/2012","7.55","0","On Time"
"8690-EEBEO","5/31/2013","6/30/2013","7/8/2013","62.35","8","1-30 days"
"5164-VMYWJ","7/26/2012","8/25/2012","9/2/2012","78.22","8","1-30 days"
"8389-TCXFQ","9/22/2013","10/22/2013","10/22/2013","67.76","0","On Time"
"1604-LIFKX","6/12/2013","7/12/2013","7/26/2013","44.91","14","1-30 days"
"9771-QTLGZ","1/20/2012","2/19/2012","2/15/2012","56.51","0","On Time"
"6833-ETVHD","10/14/2012","11/13/2012","10/29/2012","68.17","0","On Time"
"5875-VZQCZ","1/13/2012","2/12/2012","2/4/2012","87.89","0","On Time"
"7600-OISKG","5/19/2013","6/18/2013","6/17/2013","59.99","0","On Time"
"6048-QPZCF","7/28/2012","8/27/2012","8/1/2012","75.54","0","On Time"
"9460-VAZGD","9/21/2013","10/21/2013","10/10/2013","8.63","0","On Time"
"7758-WKLVM","8/21/2012","9/20/2012","9/21/2012","60.87","1","1-30 days"
"9250-VHLWY","12/3/2012","1/2/2013","1/1/2013","51.05","0","On Time"
"5573-KSOIA","4/29/2013","5/29/2013","6/3/2013","89.46","5","1-30 days"
"4460-ZXNDN","5/8/2012","6/7/2012","6/27/2012","61.86","20","1-30 days"
"9212-BTDMX","7/26/2012","8/25/2012","8/13/2012","51.56","0","On Time"
"9883-SDWFS","9/12/2012","10/12/2012","10/19/2012","29.51","7","1-30 days"
"6833-ETVHD","1/26/2013","2/25/2013","2/15/2013","63.82","0","On Time"
"7946-HJDUR","4/13/2012","5/13/2012","5/6/2012","45.35","0","On Time"
"9149-MATVB","12/13/2012","1/12/2013","12/27/2012","67.27","0","On Time"
"6048-QPZCF","5/17/2013","6/16/2013","6/6/2013","76.72","0","On Time"
"7600-OISKG","8/30/2012","9/29/2012","10/6/2012","74.43","7","1-30 days"
"3568-JJMFW","9/5/2013","10/5/2013","9/26/2013","67.5","0","On Time"
"8887-NCUZC","7/17/2012","8/16/2012","9/7/2012","57.63","22","1-30 days"
"3569-VJWXS","10/4/2013","11/3/2013","11/9/2013","80.32","6","1-30 days"
"5592-UQXSS","10/17/2013","11/16/2013","11/23/2013","22.06","7","1-30 days"
"8887-NCUZC","8/29/2012","9/28/2012","9/30/2012","38.37","2","1-30 days"
"4651-PMEXQ","10/25/2013","11/24/2013","11/23/2013","78.74","0","On Time"
"9250-VHLWY","6/12/2012","7/12/2012","7/13/2012","31.96","1","1-30 days"
"8820-BLYDZ","4/2/2012","5/2/2012","4/12/2012","69.97","0","On Time"
"9725-EZTEJ","7/30/2012","8/29/2012","9/2/2012","74.95","4","1-30 days"
"8156-PCYBM","1/17/2013","2/16/2013","2/22/2013","62.12","6","1-30 days"
"5920-DPXLN","12/23/2012","1/22/2013","1/13/2013","62.58","0","On Time"
"9250-VHLWY","3/15/2013","4/14/2013","4/5/2013","47.82","0","On Time"
"9250-VHLWY","5/29/2012","6/28/2012","6/20/2012","57.07","0","On Time"
"6004-KITZM","4/18/2013","5/18/2013","5/2/2013","56.17","0","On Time"
"8364-UWVLM","3/21/2013","4/20/2013","4/13/2013","83.02","0","On Time"
"1604-LIFKX","11/25/2012","12/25/2012","1/13/2013","73.1","19","1-30 days"
"4092-ZAVRG","8/6/2012","9/5/2012","8/10/2012","92.36","0","On Time"
"9117-LYRCE","1/25/2012","2/24/2012","3/6/2012","22.09","11","1-30 days"
"9322-YCTQO","9/6/2013","10/6/2013","10/11/2013","114.54","5","1-30 days"
"1080-NDGAE","1/25/2013","2/24/2013","3/2/2013","79.79","6","1-30 days"
"5875-VZQCZ","4/23/2013","5/23/2013","5/16/2013","73.71","0","On Time"
"9117-LYRCE","5/29/2012","6/28/2012","7/4/2012","55.55","6","1-30 days"
"7946-HJDUR","8/11/2013","9/10/2013","9/14/2013","67.34","4","1-30 days"
"9771-QTLGZ","5/19/2012","6/18/2012","6/16/2012","68.89","0","On Time"
"7841-HROAQ","11/18/2013","12/18/2013","12/6/2013","60.46","0","On Time"
"9323-NDIOV","8/9/2013","9/8/2013","9/5/2013","61.06","0","On Time"
"1604-LIFKX","9/25/2013","10/25/2013","11/5/2013","66.32","11","1-30 days"
"3598-DNURW","1/3/2013","2/2/2013","1/15/2013","49.51","0","On Time"
"3676-CQAIF","7/21/2013","8/20/2013","8/6/2013","20.55","0","On Time"
"9149-MATVB","11/5/2013","12/5/2013","11/19/2013","43.26","0","On Time"
"3271-YDPUJ","5/7/2013","6/6/2013","6/13/2013","24.39","7","1-30 days"
"9212-BTDMX","8/10/2013","9/9/2013","8/20/2013","64.35","0","On Time"
"5284-DJOZO","8/21/2013","9/20/2013","8/24/2013","98.88","0","On Time"
"8887-NCUZC","6/17/2012","7/17/2012","7/19/2012","40.38","2","1-30 days"
"9771-QTLGZ","9/23/2013","10/23/2013","10/11/2013","56.54","0","On Time"
"0465-DTULQ","9/3/2012","10/3/2012","10/23/2012","43.41","20","1-30 days"
"6708-DPYTF","3/24/2012","4/23/2012","5/5/2012","92.76","12","1-30 days"
"7209-MDWKR","12/2/2013","1/1/2014","12/28/2013","67.69","0","On Time"
"6627-ELFBK","1/6/2012","2/5/2012","2/3/2012","47.07","0","On Time"
"9286-VLKMI","10/29/2013","11/28/2013","11/13/2013","76.74","0","On Time"
"9149-MATVB","10/19/2012","11/18/2012","11/10/2012","45.61","0","On Time"
"8820-BLYDZ","2/6/2012","3/7/2012","2/19/2012","71.46","0","On Time"
"4632-QZOKX","5/7/2013","6/6/2013","6/6/2013","50.22","0","On Time"
"4460-ZXNDN","3/9/2013","4/8/2013","4/16/2013","32.97","8","1-30 days"
"7228-LEPPM","7/10/2012","8/9/2012","8/27/2012","51.32","18","1-30 days"
"8690-EEBEO","4/18/2013","5/18/2013","5/18/2013","74.89","0","On Time"
"5196-TWQXF","1/2/2013","2/1/2013","1/25/2013","45.71","0","On Time"
"8690-EEBEO","11/30/2013","12/30/2013","1/2/2014","56.21","3","1-30 days"
"0706-NRGUP","10/5/2013","11/4/2013","10/26/2013","35.7","0","On Time"
"9928-IJYBQ","1/12/2013","2/11/2013","2/12/2013","52.07","1","1-30 days"
"6077-FDQRK","3/30/2013","4/29/2013","4/8/2013","21.4","0","On Time"
"8389-TCXFQ","1/31/2013","3/2/2013","3/12/2013","62.78","10","1-30 days"
"9212-BTDMX","10/9/2013","11/8/2013","11/11/2013","47.21","3","1-30 days"
"7260-ZHAKS","3/7/2012","4/6/2012","4/3/2012","72.83","0","On Time"
"9725-EZTEJ","11/10/2012","12/10/2012","12/23/2012","87.43","13","1-30 days"
"7228-LEPPM","5/6/2013","6/5/2013","6/13/2013","40.9","8","1-30 days"
"8102-ABPKQ","4/17/2013","5/17/2013","6/2/2013","70.59","16","1-30 days"
"7600-OISKG","10/31/2012","11/30/2012","12/7/2012","70.07","7","1-30 days"
"7372-CESLR","12/1/2013","12/31/2013","12/15/2013","52.76","0","On Time"
"6296-UKEUZ","4/12/2013","5/12/2013","4/14/2013","27.29","0","On Time"
"3448-OWJOT","5/2/2012","6/1/2012","6/13/2012","66.12","12","1-30 days"
"2824-HJQPP","1/8/2013","2/7/2013","1/23/2013","51.65","0","On Time"
"7946-HJDUR","9/18/2012","10/18/2012","10/13/2012","27.37","0","On Time"
"1408-OQZUE","1/2/2013","2/1/2013","2/9/2013","51.91","8","1-30 days"
"5592-UQXSS","5/1/2013","5/31/2013","6/4/2013","49.24","4","1-30 days"
"3568-JJMFW","5/8/2012","6/7/2012","6/11/2012","48.47","4","1-30 days"
"9758-AIEIK","10/28/2012","11/27/2012","11/8/2012","67.96","0","On Time"
"5924-UOPGH","9/1/2012","10/1/2012","9/25/2012","59.86","0","On Time"
"7600-OISKG","10/20/2013","11/19/2013","11/12/2013","77.43","0","On Time"
"1080-NDGAE","3/2/2013","4/1/2013","3/21/2013","54.56","0","On Time"
"9181-HEKGV","4/16/2012","5/16/2012","5/16/2012","61.2","0","On Time"
"5284-DJOZO","8/21/2013","9/20/2013","8/26/2013","65.57","0","On Time"
"6831-FIODB","5/11/2013","6/10/2013","6/11/2013","35.87","1","1-30 days"
"0688-XNJRO","7/16/2012","8/15/2012","9/11/2012","9.19","27","1-30 days"
"2423-QOKIO","6/8/2013","7/8/2013","6/25/2013","60.62","0","On Time"
"5924-UOPGH","1/6/2013","2/5/2013","1/20/2013","69.22","0","On Time"
"6177-VTITE","7/3/2012","8/2/2012","7/18/2012","48.18","0","On Time"
"9149-MATVB","8/13/2012","9/12/2012","9/13/2012","52.46","1","1-30 days"
"9725-EZTEJ","3/29/2012","4/28/2012","4/22/2012","92.71","0","On Time"
"3448-OWJOT","2/26/2013","3/28/2013","4/8/2013","80.3","11","1-30 days"
"8887-NCUZC","10/1/2012","10/31/2012","10/24/2012","42","0","On Time"
"6831-FIODB","12/18/2012","1/17/2013","1/25/2013","41.56","8","1-30 days"
"9771-QTLGZ","7/19/2012","8/18/2012","8/1/2012","67.4","0","On Time"
"5573-KSOIA","2/11/2013","3/13/2013","3/29/2013","86.72","16","1-30 days"
"1168-BEASA","1/13/2013","2/12/2013","2/1/2013","39.18","0","On Time"
"2824-HJQPP","4/2/2012","5/2/2012","5/2/2012","83.74","0","On Time"
"1604-LIFKX","3/7/2013","4/6/2013","4/22/2013","63.45","16","1-30 days"
"7600-OISKG","11/15/2013","12/15/2013","12/15/2013","52.7","0","On Time"
"7856-ODQFO","8/24/2013","9/23/2013","9/29/2013","82.42","6","1-30 days"
"7372-CESLR","2/27/2013","3/29/2013","3/22/2013","59.17","0","On Time"
"7654-DOLHO","12/28/2012","1/27/2013","1/14/2013","45.11","0","On Time"
"8887-NCUZC","4/15/2013","5/15/2013","5/7/2013","64.19","0","On Time"
"6048-QPZCF","9/24/2013","10/24/2013","9/29/2013","76.33","0","On Time"
"8887-NCUZC","12/2/2013","1/1/2014","1/7/2014","49.51","6","1-30 days"
"9014-WENVB","3/30/2013","4/29/2013","4/28/2013","64.66","0","On Time"
"6391-GBFQJ","11/21/2013","12/21/2013","1/1/2014","34.22","11","1-30 days"
"8389-TCXFQ","5/3/2013","6/2/2013","5/17/2013","73.57","0","On Time"
"9286-VLKMI","11/4/2012","12/4/2012","11/15/2012","25.05","0","On Time"
"6177-VTITE","3/30/2013","4/29/2013","4/8/2013","25.7","0","On Time"
"5164-VMYWJ","11/10/2013","12/10/2013","12/3/2013","74.62","0","On Time"
"3831-FXWYK","2/26/2013","3/28/2013","4/3/2013","74.09","6","1-30 days"
"6831-FIODB","6/20/2013","7/20/2013","7/30/2013","48.7","10","1-30 days"
"4460-ZXNDN","5/14/2013","6/13/2013","6/22/2013","80.76","9","1-30 days"
"6077-FDQRK","5/4/2013","6/3/2013","5/24/2013","42.59","0","On Time"
"8364-UWVLM","2/4/2012","3/5/2012","3/1/2012","69.78","0","On Time"
"7050-KQLDO","11/19/2013","12/19/2013","12/3/2013","64.12","0","On Time"
"8976-AMJEO","9/26/2012","10/26/2012","10/16/2012","53.18","0","On Time"
"7946-HJDUR","8/14/2013","9/13/2013","9/5/2013","59.53","0","On Time"
"4460-ZXNDN","4/22/2013","5/22/2013","6/25/2013","75.16","34","31-60 days"
"6296-UKEUZ","8/3/2012","9/2/2012","8/19/2012","45.31","0","On Time"
"0465-DTULQ","4/2/2013","5/2/2013","4/28/2013","63","0","On Time"
"6632-CGYHU","10/31/2013","11/30/2013","11/14/2013","94.71","0","On Time"
"4092-ZAVRG","4/8/2013","5/8/2013","4/14/2013","77.41","0","On Time"
"6048-QPZCF","4/8/2013","5/8/2013","4/12/2013","82.56","0","On Time"
"5924-UOPGH","1/19/2013","2/18/2013","3/6/2013","72.36","16","1-30 days"
"7245-CKNCN","11/7/2012","12/7/2012","11/20/2012","73.82","0","On Time"
"9460-VAZGD","7/24/2013","8/23/2013","8/13/2013","79.06","0","On Time"
"3271-YDPUJ","2/26/2013","3/28/2013","3/26/2013","39.88","0","On Time"
"5920-DPXLN","1/1/2013","1/31/2013","1/13/2013","36.1","0","On Time"
"5924-UOPGH","4/14/2013","5/14/2013","5/7/2013","81.26","0","On Time"
"5592-UQXSS","5/28/2012","6/27/2012","6/29/2012","44.33","2","1-30 days"
"2621-XCLEH","6/24/2013","7/24/2013","7/29/2013","90.62","5","1-30 days"
"7372-CESLR","3/17/2012","4/16/2012","4/9/2012","34.57","0","On Time"
"1080-NDGAE","5/27/2012","6/26/2012","6/29/2012","92.25","3","1-30 days"
"8156-PCYBM","1/19/2013","2/18/2013","2/12/2013","55.82","0","On Time"
"5613-UHVMG","8/29/2012","9/28/2012","10/13/2012","55.54","15","1-30 days"
"6160-HCSFI","2/25/2012","3/26/2012","3/19/2012","83.21","0","On Time"
"7856-ODQFO","7/27/2012","8/26/2012","8/22/2012","63.17","0","On Time"
"7938-EVASK","3/17/2013","4/16/2013","5/4/2013","78.05","18","1-30 days"
"5529-TBPGK","11/12/2012","12/12/2012","12/23/2012","76.12","11","1-30 days"
"9841-XLGBV","9/19/2013","10/19/2013","10/9/2013","68.58","0","On Time"
"3993-QUNVJ","4/16/2013","5/16/2013","4/27/2013","77.61","0","On Time"
"8690-EEBEO","11/11/2013","12/11/2013","12/18/2013","54.43","7","1-30 days"
"3598-DNURW","10/24/2012","11/23/2012","11/7/2012","46.32","0","On Time"
"8887-NCUZC","1/12/2013","2/11/2013","2/9/2013","36.96","0","On Time"
"9758-AIEIK","5/14/2012","6/13/2012","6/2/2012","52.88","0","On Time"
"9928-IJYBQ","11/2/2012","12/2/2012","12/9/2012","56.53","7","1-30 days"
"8102-ABPKQ","3/9/2013","4/8/2013","4/12/2013","46.86","4","1-30 days"
"9181-HEKGV","8/27/2013","9/26/2013","10/6/2013","99.82","10","1-30 days"
"5592-UQXSS","9/7/2013","10/7/2013","10/3/2013","14.53","0","On Time"
"3569-VJWXS","6/23/2013","7/23/2013","7/3/2013","88.56","0","On Time"
"8102-ABPKQ","5/29/2013","6/28/2013","7/23/2013","67.35","25","1-30 days"
"2820-XGXSB","10/13/2013","11/12/2013","10/18/2013","54.18","0","On Time"
"9928-IJYBQ","12/31/2012","1/30/2013","2/2/2013","49.68","3","1-30 days"
